42 ns: U U UUUU UUUU UUUU
4092438 ns: 1 0 0000 0000 1111
4092480 ns: 1 0 1111 0000 0000
4092522 ns: 1 0 0000 0000 0000
4092564 ns: 1 0 0000 0000 0000
4092606 ns: 1 0 0000 0000 0000
4092648 ns: 1 0 0000 0000 0000
4092690 ns: 1 0 0000 0000 0000
4092732 ns: 1 0 0000 0000 0000
4092774 ns: 1 0 0000 0000 0000
4092816 ns: 1 0 0000 0000 0000
4092858 ns: 1 0 0000 0000 0000
4092900 ns: 1 0 0000 0000 0000
4092942 ns: 1 0 0000 0000 0000
4092984 ns: 1 0 0000 0000 0000
4093026 ns: 1 0 0000 0000 0000
4093068 ns: 1 0 0000 0000 0000
4093110 ns: 1 0 0000 0000 0000
4093152 ns: 1 0 0000 0000 0000
4093194 ns: 0 0 0000 0000 0000
4093236 ns: 0 0 0000 0000 0000
4093278 ns: 0 0 0000 0000 0000
4093320 ns: 0 0 0000 0000 0000
4093362 ns: 0 0 0000 0000 0000
4093404 ns: 0 0 0000 0000 0000
4093446 ns: 0 0 0000 0000 0000
4093488 ns: 0 0 0000 0000 0000
4093530 ns: 0 0 0000 0000 0000
4093572 ns: 0 0 0000 0000 0000
4093614 ns: 0 0 0000 0000 0000
4093656 ns: 0 0 0000 0000 0000
4093698 ns: 0 0 0000 0000 0000
4093740 ns: 0 0 0000 0000 0000
4093782 ns: 0 0 0000 0000 0000
4093824 ns: 0 0 0000 0000 0000
4093866 ns: 0 0 0000 0000 0000
4093908 ns: 0 0 0000 0000 0000
4093950 ns: 0 0 0000 0000 0000
4093992 ns: 0 0 0000 0000 0000
4094034 ns: 0 0 0000 0000 0000
4094076 ns: 0 0 0000 0000 0000
4094118 ns: 0 0 0000 0000 0000
4094160 ns: 0 0 0000 0000 0000
4094202 ns: 0 0 0000 0000 0000
4094244 ns: 0 0 0000 0000 0000
4094286 ns: 0 0 0000 0000 0000
4094328 ns: 0 0 0000 0000 0000
4094370 ns: 0 0 0000 0000 0000
4094412 ns: 0 0 0000 0000 0000
4094454 ns: 0 0 0000 0000 0000
4094496 ns: 0 0 0000 0000 0000
4094538 ns: 0 0 0000 0000 0000
4094580 ns: 0 0 0000 0000 0000
4094622 ns: 0 0 0000 0000 0000
4094664 ns: 0 0 0000 0000 0000
4094706 ns: 0 0 0000 0000 0000
4094748 ns: 0 0 0000 0000 0000
4094790 ns: 0 0 0000 0000 0000
4094832 ns: 0 0 0000 0000 0000
4094874 ns: 0 0 0000 0000 0000
4094916 ns: 0 0 0000 0000 0000
4094958 ns: 0 0 0000 0000 0000
4095000 ns: 0 0 0000 0000 0000
4095042 ns: 0 0 0000 0000 0000
4095084 ns: 0 0 0000 0000 0000
4095126 ns: 0 0 0000 0000 0000
4095168 ns: 0 0 0000 0000 0000
4095210 ns: 0 0 0000 0000 0000
4095252 ns: 0 0 0000 0000 0000
4095294 ns: 0 0 0000 0000 0000
4095336 ns: 0 0 0000 0000 0000
4095378 ns: 0 0 0000 0000 0000
4095420 ns: 0 0 0000 0000 0000
4095462 ns: 0 0 0000 0000 0000
4095504 ns: 0 0 0000 0000 0000
4095546 ns: 0 0 0000 0000 0000
4095588 ns: 0 0 0000 0000 0000
4095630 ns: 0 0 0000 0000 0000
4095672 ns: 0 0 0000 0000 0000
4095714 ns: 0 0 0000 0000 0000
4095756 ns: 0 0 0000 0000 0000
4095798 ns: 0 0 0000 0000 0000
4095840 ns: 0 0 0000 0000 0000
4095882 ns: 1 0 0000 0000 0000
4095924 ns: 1 0 0000 0000 0000
4095966 ns: 1 0 0000 0000 0000
4096008 ns: 1 0 0000 0000 0000
4096050 ns: 1 0 0000 0000 0000
4096092 ns: 1 0 0000 0000 0000
4096134 ns: 1 0 0000 0000 0000
4096176 ns: 1 0 0000 0000 0000
4096218 ns: 1 0 0000 0000 0000
4096260 ns: 1 0 0000 0000 0000
4096302 ns: 1 0 0000 0000 0000
4096344 ns: 1 0 0000 0000 0000
4096386 ns: 1 0 0000 0000 0000
4096428 ns: 1 0 0000 0000 0000
4096470 ns: 1 0 0000 0000 0000
4096512 ns: 1 0 0000 0000 0000
4096554 ns: 1 0 0000 0000 0000
4096596 ns: 1 0 0000 0000 0000
4096638 ns: 1 0 0000 0000 0000
4096680 ns: 1 0 0000 0000 0000
4096722 ns: 1 0 0000 0000 0000
4096764 ns: 1 0 0000 0000 0000
4096806 ns: 1 0 0000 0000 0000
4096848 ns: 1 0 0000 0000 0000
4096890 ns: 1 0 0000 0000 0000
4096932 ns: 1 0 0000 0000 0000
4096974 ns: 1 0 0000 0000 0000
4097016 ns: 1 0 0000 0000 0000
4097058 ns: 1 0 0000 0000 0000
4097100 ns: 1 0 0000 0000 0000
4097142 ns: 1 0 0000 0000 0000
4097184 ns: 1 0 0000 0000 0000
4097226 ns: 1 0 0000 0000 0000
4097268 ns: 1 0 0000 0000 0000
4097310 ns: 1 0 0000 0000 0000
4097352 ns: 1 0 0000 0000 0000
4097394 ns: 1 0 0000 0000 0000
4097436 ns: 1 0 0000 0000 0000
4097478 ns: 1 0 0000 0000 0000
4097520 ns: 1 0 0000 0000 0000
4097562 ns: 1 0 0000 0000 0000
4097604 ns: 1 0 0000 0000 0000
4097646 ns: 1 0 0000 0000 0000
4097688 ns: 1 0 0000 0000 0000
4097730 ns: 1 0 0000 0000 0000
4097772 ns: 1 0 0000 0000 0000
4097814 ns: 1 0 0000 0000 0000
4097856 ns: 1 0 0000 0000 0000
4097898 ns: 1 0 0000 0000 0000
4097940 ns: 1 0 0000 0000 0000
4097982 ns: 1 0 0000 0000 0000
4098024 ns: 1 0 0000 0000 0000
4098066 ns: 1 0 0000 0000 0000
4098108 ns: 1 0 0000 0000 0000
4098150 ns: 1 0 0000 0000 0000
4098192 ns: 1 0 0000 0000 0000
4098234 ns: 1 0 0000 0000 0000
4098276 ns: 1 0 0000 0000 0000
4098318 ns: 1 0 0000 0000 0000
4098360 ns: 1 0 0000 0000 0000
4098402 ns: 1 0 0000 0000 0000
4098444 ns: 1 0 0000 0000 0000
4098486 ns: 1 0 0000 0000 0000
4098528 ns: 1 0 0000 0000 0000
4098570 ns: 1 0 0000 0000 0000
4098612 ns: 1 0 0000 0000 0000
4098654 ns: 1 0 0000 0000 0000
4098696 ns: 1 0 0000 0000 0000
4098738 ns: 1 0 0000 0000 0000
4098780 ns: 1 0 0000 0000 0000
4098822 ns: 1 0 0000 0000 0000
4098864 ns: 1 0 0000 0000 0000
4098906 ns: 1 0 0000 0000 0000
4098948 ns: 1 0 0000 0000 0000
4098990 ns: 1 0 0000 0000 0000
4099032 ns: 1 0 0000 0000 0000
4099074 ns: 1 0 0000 0000 0000
4099116 ns: 1 0 0000 0000 0000
4099158 ns: 1 0 0000 0000 0000
4099200 ns: 1 0 0000 0000 0000
4099242 ns: 1 0 1111 0000 0000
4099284 ns: 1 0 0000 0000 1111
4099326 ns: 1 0 0000 0000 1111
4099368 ns: 1 0 0000 0000 1111
4099410 ns: 1 0 0000 0000 1111
4099452 ns: 1 0 0000 0000 1111
4099494 ns: 1 0 0000 0000 1111
4099536 ns: 1 0 0000 0000 1111
4099578 ns: 1 0 0000 0000 1111
4099620 ns: 1 0 0000 0000 1111
4099662 ns: 1 0 0000 0000 1111
4099704 ns: 1 0 0000 0000 1111
4099746 ns: 1 0 0000 0000 1111
4099788 ns: 1 0 0000 0000 1111
4099830 ns: 1 0 0000 0000 1111
4099872 ns: 1 0 0000 0000 1111
4099914 ns: 1 0 0000 0000 1111
4099956 ns: 1 0 0000 0000 1111
4099998 ns: 1 0 0000 0000 1111
4100040 ns: 1 0 0000 0000 1111
4100082 ns: 1 0 0000 0000 1111
4100124 ns: 1 0 0000 0000 1111
4100166 ns: 1 0 0000 0000 1111
4100208 ns: 1 0 0000 0000 1111
4100250 ns: 1 0 0000 0000 1111
4100292 ns: 1 0 0000 0000 1111
4100334 ns: 1 0 0000 0000 1111
4100376 ns: 1 0 0000 0000 1111
4100418 ns: 1 0 0000 0000 1111
4100460 ns: 1 0 0000 0000 1111
4100502 ns: 1 0 0000 0000 1111
4100544 ns: 1 0 0000 0000 1111
4100586 ns: 1 0 0000 0000 1111
4100628 ns: 1 0 0000 0000 1111
4100670 ns: 1 0 0000 0000 1111
4100712 ns: 1 0 0000 0000 1111
4100754 ns: 1 0 0000 0000 1111
4100796 ns: 1 0 0000 0000 1111
4100838 ns: 1 0 0000 0000 1111
4100880 ns: 1 0 0000 0000 1111
4100922 ns: 1 0 0000 0000 1111
4100964 ns: 1 0 0000 0000 1111
4101006 ns: 1 0 0000 0000 1111
4101048 ns: 1 0 0000 0000 1111
4101090 ns: 1 0 0000 0000 1111
4101132 ns: 1 0 0000 0000 1111
4101174 ns: 1 0 0000 0000 1111
4101216 ns: 1 0 0000 0000 1111
4101258 ns: 1 0 0000 0000 1111
4101300 ns: 1 0 0000 0000 1111
4101342 ns: 1 0 0000 0000 1111
4101384 ns: 1 0 0000 0000 1111
4101426 ns: 1 0 0000 0000 1111
4101468 ns: 1 0 0000 0000 1111
4101510 ns: 1 0 0000 0000 1111
4101552 ns: 1 0 0000 0000 1111
4101594 ns: 1 0 0000 0000 1111
4101636 ns: 1 0 0000 0000 1111
4101678 ns: 1 0 0000 0000 1111
4101720 ns: 1 0 0000 0000 1111
4101762 ns: 1 0 0000 0000 1111
4101804 ns: 1 0 0000 0000 1111
4101846 ns: 1 0 0000 0000 1111
4101888 ns: 1 0 0000 0000 1111
4101930 ns: 1 0 0000 0000 1111
4101972 ns: 1 0 0000 0000 1111
4102014 ns: 1 0 0000 0000 1111
4102056 ns: 1 0 0000 0000 1111
4102098 ns: 1 0 0000 0000 1111
4102140 ns: 1 0 0000 0000 1111
4102182 ns: 1 0 0000 0000 1111
4102224 ns: 1 0 0000 0000 1111
4102266 ns: 1 0 0000 0000 1111
4102308 ns: 1 0 0000 0000 1111
4102350 ns: 1 0 0000 0000 1111
4102392 ns: 1 0 0000 0000 1111
4102434 ns: 1 0 0000 0000 1111
4102476 ns: 1 0 0000 0000 1111
4102518 ns: 1 0 0000 0000 1111
4102560 ns: 1 0 0000 0000 1111
4102602 ns: 1 0 0000 0000 1111
4102644 ns: 1 0 0000 0000 1111
4102686 ns: 1 0 0000 0000 1111
4102728 ns: 1 0 0000 0000 1111
4102770 ns: 1 0 0000 0000 1111
4102812 ns: 1 0 0000 0000 1111
4102854 ns: 1 0 0000 0000 1111
4102896 ns: 1 0 0000 0000 1111
4102938 ns: 1 0 0000 0000 1111
4102980 ns: 1 0 0000 0000 1111
4103022 ns: 1 0 0000 0000 1111
4103064 ns: 1 0 0000 0000 1111
4103106 ns: 1 0 0000 0000 1111
4103148 ns: 1 0 0000 0000 1111
4103190 ns: 1 0 0000 0000 1111
4103232 ns: 1 0 0000 0000 1111
4103274 ns: 1 0 0000 0000 1111
4103316 ns: 1 0 0000 0000 1111
4103358 ns: 1 0 0000 0000 1111
4103400 ns: 1 0 0000 0000 1111
4103442 ns: 1 0 0000 0000 1111
4103484 ns: 1 0 0000 0000 1111
4103526 ns: 1 0 0000 0000 1111
4103568 ns: 1 0 0000 0000 1111
4103610 ns: 1 0 0000 0000 1111
4103652 ns: 1 0 0000 0000 1111
4103694 ns: 1 0 0000 0000 1111
4103736 ns: 1 0 0000 0000 1111
4103778 ns: 1 0 0000 0000 1111
4103820 ns: 1 0 0000 0000 1111
4103862 ns: 1 0 0000 0000 1111
4103904 ns: 1 0 0000 0000 1111
4103946 ns: 1 0 0000 0000 1111
4103988 ns: 1 0 0000 0000 1111
4104030 ns: 1 0 0000 0000 1111
4104072 ns: 1 0 0000 0000 1111
4104114 ns: 1 0 0000 0000 1111
4104156 ns: 1 0 0000 0000 1111
4104198 ns: 1 0 0000 0000 1111
4104240 ns: 1 0 0000 0000 1111
4104282 ns: 1 0 0000 0000 1111
4104324 ns: 1 0 0000 0000 1111
4104366 ns: 1 0 0000 0000 1111
4104408 ns: 1 0 0000 0000 1111
4104450 ns: 1 0 0000 0000 1111
4104492 ns: 1 0 0000 0000 1111
4104534 ns: 1 0 0000 0000 1111
4104576 ns: 1 0 0000 0000 1111
4104618 ns: 1 0 0000 0000 1111
4104660 ns: 1 0 0000 0000 1111
4104702 ns: 1 0 0000 0000 1111
4104744 ns: 1 0 0000 0000 1111
4104786 ns: 1 0 0000 0000 1111
4104828 ns: 1 0 0000 0000 1111
4104870 ns: 1 0 0000 0000 1111
4104912 ns: 1 0 0000 0000 1111
4104954 ns: 1 0 0000 0000 1111
4104996 ns: 1 0 0000 0000 1111
4105038 ns: 1 0 0000 0000 1111
4105080 ns: 1 0 0000 0000 1111
4105122 ns: 1 0 0000 0000 1111
4105164 ns: 1 0 0000 0000 1111
4105206 ns: 1 0 0000 0000 1111
4105248 ns: 1 0 0000 0000 1111
4105290 ns: 1 0 0000 0000 1111
4105332 ns: 1 0 0000 0000 1111
4105374 ns: 1 0 0000 0000 1111
4105416 ns: 1 0 0000 0000 1111
4105458 ns: 1 0 0000 0000 1111
4105500 ns: 1 0 0000 0000 1111
4105542 ns: 1 0 0000 0000 1111
4105584 ns: 1 0 0000 0000 1111
4105626 ns: 1 0 0000 0000 1111
4105668 ns: 1 0 0000 0000 1111
4105710 ns: 1 0 0000 0000 1111
4105752 ns: 1 0 0000 0000 1111
4105794 ns: 1 0 0000 0000 1111
4105836 ns: 1 0 0000 0000 1111
4105878 ns: 1 0 0000 0000 1111
4105920 ns: 1 0 0000 0000 1111
4105962 ns: 1 0 0000 0000 1111
4106004 ns: 1 0 0000 0000 1111
4106046 ns: 1 0 0000 0000 1111
4106088 ns: 1 0 0000 0000 1111
4106130 ns: 1 0 0000 0000 1111
4106172 ns: 1 0 0000 0000 1111
4106214 ns: 1 0 0000 0000 1111
4106256 ns: 1 0 0000 0000 1111
4106298 ns: 1 0 0000 0000 1111
4106340 ns: 1 0 0000 0000 1111
4106382 ns: 1 0 0000 0000 1111
4106424 ns: 1 0 0000 0000 1111
4106466 ns: 1 0 0000 0000 1111
4106508 ns: 1 0 0000 0000 1111
4106550 ns: 1 0 0000 0000 1111
4106592 ns: 1 0 0000 0000 1111
4106634 ns: 1 0 0000 0000 1111
4106676 ns: 1 0 0000 0000 1111
4106718 ns: 1 0 0000 0000 1111
4106760 ns: 1 0 0000 0000 1111
4106802 ns: 1 0 0000 0000 1111
4106844 ns: 1 0 0000 0000 1111
4106886 ns: 1 0 0000 0000 1111
4106928 ns: 1 0 0000 0000 1111
4106970 ns: 1 0 0000 0000 1111
4107012 ns: 1 0 0000 0000 1111
4107054 ns: 1 0 0000 0000 1111
4107096 ns: 1 0 0000 0000 1111
4107138 ns: 1 0 0000 0000 1111
4107180 ns: 1 0 0000 0000 1111
4107222 ns: 1 0 0000 0000 1111
4107264 ns: 1 0 0000 0000 1111
4107306 ns: 1 0 0000 0000 1111
4107348 ns: 1 0 0000 0000 1111
4107390 ns: 1 0 0000 0000 1111
4107432 ns: 1 0 0000 0000 1111
4107474 ns: 1 0 0000 0000 1111
4107516 ns: 1 0 0000 0000 1111
4107558 ns: 1 0 0000 0000 1111
4107600 ns: 1 0 0000 0000 1111
4107642 ns: 1 0 0000 0000 1111
4107684 ns: 1 0 0000 0000 1111
4107726 ns: 1 0 0000 0000 1111
4107768 ns: 1 0 0000 0000 1111
4107810 ns: 1 0 0000 0000 1111
4107852 ns: 1 0 0000 0000 1111
4107894 ns: 1 0 0000 0000 1111
4107936 ns: 1 0 0000 0000 1111
4107978 ns: 1 0 0000 0000 1111
4108020 ns: 1 0 0000 0000 1111
4108062 ns: 1 0 0000 0000 1111
4108104 ns: 1 0 0000 0000 1111
4108146 ns: 1 0 0000 0000 1111
4108188 ns: 1 0 0000 0000 1111
4108230 ns: 1 0 0000 0000 1111
4108272 ns: 1 0 0000 0000 1111
4108314 ns: 1 0 0000 0000 1111
4108356 ns: 1 0 0000 0000 1111
4108398 ns: 1 0 0000 0000 1111
4108440 ns: 1 0 0000 0000 1111
4108482 ns: 1 0 0000 0000 1111
4108524 ns: 1 0 0000 0000 1111
4108566 ns: 1 0 0000 0000 1111
4108608 ns: 1 0 0000 0000 1111
4108650 ns: 1 0 0000 0000 1111
4108692 ns: 1 0 0000 0000 1111
4108734 ns: 1 0 0000 0000 1111
4108776 ns: 1 0 0000 0000 1111
4108818 ns: 1 0 0000 0000 1111
4108860 ns: 1 0 0000 0000 1111
4108902 ns: 1 0 0000 0000 1111
4108944 ns: 1 0 0000 0000 1111
4108986 ns: 1 0 0000 0000 1111
4109028 ns: 1 0 0000 0000 1111
4109070 ns: 1 0 0000 0000 1111
4109112 ns: 1 0 0000 0000 1111
4109154 ns: 1 0 0000 0000 1111
4109196 ns: 1 0 0000 0000 1111
4109238 ns: 1 0 0000 0000 1111
4109280 ns: 1 0 0000 0000 1111
4109322 ns: 1 0 0000 0000 1111
4109364 ns: 1 0 0000 0000 1111
4109406 ns: 1 0 0000 0000 1111
4109448 ns: 1 0 0000 0000 1111
4109490 ns: 1 0 0000 0000 1111
4109532 ns: 1 0 0000 0000 1111
4109574 ns: 1 0 0000 0000 1111
4109616 ns: 1 0 0000 0000 1111
4109658 ns: 1 0 0000 0000 1111
4109700 ns: 1 0 0000 0000 1111
4109742 ns: 1 0 0000 0000 1111
4109784 ns: 1 0 0000 0000 1111
4109826 ns: 1 0 0000 0000 1111
4109868 ns: 1 0 0000 0000 1111
4109910 ns: 1 0 0000 0000 1111
4109952 ns: 1 0 0000 0000 1111
4109994 ns: 1 0 0000 0000 1111
4110036 ns: 1 0 0000 0000 1111
4110078 ns: 1 0 0000 0000 1111
4110120 ns: 1 0 0000 0000 1111
4110162 ns: 1 0 0000 0000 1111
4110204 ns: 1 0 0000 0000 1111
4110246 ns: 1 0 0000 0000 1111
4110288 ns: 1 0 0000 0000 1111
4110330 ns: 1 0 0000 0000 1111
4110372 ns: 1 0 0000 0000 1111
4110414 ns: 1 0 0000 0000 1111
4110456 ns: 1 0 0000 0000 1111
4110498 ns: 1 0 0000 0000 1111
4110540 ns: 1 0 0000 0000 1111
4110582 ns: 1 0 0000 0000 1111
4110624 ns: 1 0 0000 0000 1111
4110666 ns: 1 0 0000 0000 1111
4110708 ns: 1 0 0000 0000 1111
4110750 ns: 1 0 0000 0000 1111
4110792 ns: 1 0 0000 0000 1111
4110834 ns: 1 0 0000 0000 1111
4110876 ns: 1 0 0000 0000 1111
4110918 ns: 1 0 0000 0000 1111
4110960 ns: 1 0 0000 0000 1111
4111002 ns: 1 0 0000 0000 1111
4111044 ns: 1 0 0000 0000 1111
4111086 ns: 1 0 0000 0000 1111
4111128 ns: 1 0 0000 0000 1111
4111170 ns: 1 0 0000 0000 1111
4111212 ns: 1 0 0000 0000 1111
4111254 ns: 1 0 0000 0000 1111
4111296 ns: 1 0 0000 0000 1111
4111338 ns: 1 0 0000 0000 1111
4111380 ns: 1 0 0000 0000 1111
4111422 ns: 1 0 0000 0000 1111
4111464 ns: 1 0 0000 0000 1111
4111506 ns: 1 0 0000 0000 1111
4111548 ns: 1 0 0000 0000 1111
4111590 ns: 1 0 0000 0000 1111
4111632 ns: 1 0 0000 0000 1111
4111674 ns: 1 0 0000 0000 1111
4111716 ns: 1 0 0000 0000 1111
4111758 ns: 1 0 0000 0000 1111
4111800 ns: 1 0 0000 0000 1111
4111842 ns: 1 0 0000 0000 1111
4111884 ns: 1 0 0000 0000 1111
4111926 ns: 1 0 0000 0000 1111
4111968 ns: 1 0 0000 0000 1111
4112010 ns: 1 0 0000 0000 1111
4112052 ns: 1 0 0000 0000 1111
4112094 ns: 1 0 0000 0000 1111
4112136 ns: 1 0 0000 0000 1111
4112178 ns: 1 0 0000 0000 1111
4112220 ns: 1 0 0000 0000 1111
4112262 ns: 1 0 0000 0000 1111
4112304 ns: 1 0 0000 0000 1111
4112346 ns: 1 0 0000 0000 1111
4112388 ns: 1 0 0000 0000 1111
4112430 ns: 1 0 0000 0000 1111
4112472 ns: 1 0 0000 0000 1111
4112514 ns: 1 0 0000 0000 1111
4112556 ns: 1 0 0000 0000 1111
4112598 ns: 1 0 0000 0000 1111
4112640 ns: 1 0 0000 0000 1111
4112682 ns: 1 0 0000 0000 1111
4112724 ns: 1 0 0000 0000 1111
4112766 ns: 1 0 0000 0000 1111
4112808 ns: 1 0 0000 0000 1111
4112850 ns: 1 0 0000 0000 1111
4112892 ns: 1 0 0000 0000 1111
4112934 ns: 1 0 0000 0000 1111
4112976 ns: 1 0 0000 0000 1111
4113018 ns: 1 0 0000 0000 1111
4113060 ns: 1 0 0000 0000 1111
4113102 ns: 1 0 0000 0000 1111
4113144 ns: 1 0 0000 0000 1111
4113186 ns: 1 0 0000 0000 1111
4113228 ns: 1 0 0000 0000 1111
4113270 ns: 1 0 0000 0000 1111
4113312 ns: 1 0 0000 0000 1111
4113354 ns: 1 0 0000 0000 1111
4113396 ns: 1 0 0000 0000 1111
4113438 ns: 1 0 0000 0000 1111
4113480 ns: 1 0 0000 0000 1111
4113522 ns: 1 0 0000 0000 1111
4113564 ns: 1 0 0000 0000 1111
4113606 ns: 1 0 0000 0000 1111
4113648 ns: 1 0 0000 0000 1111
4113690 ns: 1 0 0000 0000 1111
4113732 ns: 1 0 0000 0000 1111
4113774 ns: 1 0 0000 0000 1111
4113816 ns: 1 0 0000 0000 1111
4113858 ns: 1 0 0000 0000 1111
4113900 ns: 1 0 0000 0000 1111
4113942 ns: 1 0 0000 0000 1111
4113984 ns: 1 0 0000 0000 1111
4114026 ns: 1 0 0000 0000 1111
4114068 ns: 1 0 0000 0000 1111
4114110 ns: 1 0 0000 0000 1111
4114152 ns: 1 0 0000 0000 1111
4114194 ns: 1 0 0000 0000 1111
4114236 ns: 1 0 0000 0000 1111
4114278 ns: 1 0 0000 0000 1111
4114320 ns: 1 0 0000 0000 1111
4114362 ns: 1 0 0000 0000 1111
4114404 ns: 1 0 0000 0000 1111
4114446 ns: 1 0 0000 0000 1111
4114488 ns: 1 0 0000 0000 1111
4114530 ns: 1 0 0000 0000 1111
4114572 ns: 1 0 0000 0000 1111
4114614 ns: 1 0 0000 0000 1111
4114656 ns: 1 0 0000 0000 1111
4114698 ns: 1 0 0000 0000 1111
4114740 ns: 1 0 0000 0000 1111
4114782 ns: 1 0 0000 0000 1111
4114824 ns: 1 0 0000 0000 1111
4114866 ns: 1 0 0000 0000 1111
4114908 ns: 1 0 0000 0000 1111
4114950 ns: 1 0 0000 0000 1111
4114992 ns: 1 0 0000 0000 1111
4115034 ns: 1 0 0000 0000 1111
4115076 ns: 1 0 0000 0000 1111
4115118 ns: 1 0 0000 0000 1111
4115160 ns: 1 0 0000 0000 1111
4115202 ns: 1 0 0000 0000 1111
4115244 ns: 1 0 0000 0000 1111
4115286 ns: 1 0 0000 0000 1111
4115328 ns: 1 0 0000 0000 1111
4115370 ns: 1 0 0000 0000 1111
4115412 ns: 1 0 0000 0000 1111
4115454 ns: 1 0 0000 0000 1111
4115496 ns: 1 0 0000 0000 1111
4115538 ns: 1 0 0000 0000 1111
4115580 ns: 1 0 0000 0000 1111
4115622 ns: 1 0 0000 0000 1111
4115664 ns: 1 0 0000 0000 1111
4115706 ns: 1 0 0000 0000 1111
4115748 ns: 1 0 0000 0000 1111
4115790 ns: 1 0 0000 0000 1111
4115832 ns: 1 0 0000 0000 1111
4115874 ns: 1 0 0000 0000 1111
4115916 ns: 1 0 0000 0000 1111
4115958 ns: 1 0 0000 0000 1111
4116000 ns: 1 0 0000 0000 1111
4116042 ns: 1 0 0000 0000 1111
4116084 ns: 1 0 0000 0000 1111
4116126 ns: 1 0 0000 0000 1111
4116168 ns: 1 0 0000 0000 1111
4116210 ns: 1 0 0000 0000 1111
4116252 ns: 1 0 0000 0000 1111
4116294 ns: 1 0 0000 0000 1111
4116336 ns: 1 0 0000 0000 1111
4116378 ns: 1 0 0000 0000 1111
4116420 ns: 1 0 0000 0000 1111
4116462 ns: 1 0 0000 0000 1111
4116504 ns: 1 0 0000 0000 1111
4116546 ns: 1 0 0000 0000 1111
4116588 ns: 1 0 0000 0000 1111
4116630 ns: 1 0 0000 0000 1111
4116672 ns: 1 0 0000 0000 1111
4116714 ns: 1 0 0000 0000 1111
4116756 ns: 1 0 0000 0000 1111
4116798 ns: 1 0 0000 0000 1111
4116840 ns: 1 0 0000 0000 1111
4116882 ns: 1 0 0000 0000 1111
4116924 ns: 1 0 0000 0000 1111
4116966 ns: 1 0 0000 0000 1111
4117008 ns: 1 0 0000 0000 1111
4117050 ns: 1 0 0000 0000 1111
4117092 ns: 1 0 0000 0000 1111
4117134 ns: 1 0 0000 0000 1111
4117176 ns: 1 0 0000 0000 1111
4117218 ns: 1 0 0000 0000 1111
4117260 ns: 1 0 0000 0000 1111
4117302 ns: 1 0 0000 0000 1111
4117344 ns: 1 0 0000 0000 1111
4117386 ns: 1 0 0000 0000 1111
4117428 ns: 1 0 0000 0000 1111
4117470 ns: 1 0 0000 0000 1111
4117512 ns: 1 0 0000 0000 1111
4117554 ns: 1 0 0000 0000 1111
4117596 ns: 1 0 0000 0000 1111
4117638 ns: 1 0 0000 0000 1111
4117680 ns: 1 0 0000 0000 1111
4117722 ns: 1 0 0000 0000 1111
4117764 ns: 1 0 0000 0000 1111
4117806 ns: 1 0 0000 0000 1111
4117848 ns: 1 0 0000 0000 1111
4117890 ns: 1 0 0000 0000 1111
4117932 ns: 1 0 0000 0000 1111
4117974 ns: 1 0 0000 0000 1111
4118016 ns: 1 0 0000 0000 1111
4118058 ns: 1 0 0000 0000 1111
4118100 ns: 1 0 0000 0000 1111
4118142 ns: 1 0 0000 0000 1111
4118184 ns: 1 0 0000 0000 1111
4118226 ns: 1 0 0000 0000 1111
4118268 ns: 1 0 0000 0000 1111
4118310 ns: 1 0 0000 0000 1111
4118352 ns: 1 0 0000 0000 1111
4118394 ns: 1 0 0000 0000 1111
4118436 ns: 1 0 0000 0000 1111
4118478 ns: 1 0 0000 0000 1111
4118520 ns: 1 0 0000 0000 1111
4118562 ns: 1 0 0000 0000 1111
4118604 ns: 1 0 0000 0000 1111
4118646 ns: 1 0 0000 0000 1111
4118688 ns: 1 0 0000 0000 1111
4118730 ns: 1 0 0000 0000 1111
4118772 ns: 1 0 0000 0000 1111
4118814 ns: 1 0 0000 0000 1111
4118856 ns: 1 0 0000 0000 1111
4118898 ns: 1 0 0000 0000 1111
4118940 ns: 1 0 0000 0000 1111
4118982 ns: 1 0 0000 0000 1111
4119024 ns: 1 0 0000 0000 1111
4119066 ns: 1 0 0000 0000 1111
4119108 ns: 1 0 0000 0000 1111
4119150 ns: 1 0 0000 0000 1111
4119192 ns: 1 0 0000 0000 1111
4119234 ns: 1 0 0000 0000 1111
4119276 ns: 1 0 0000 0000 1111
4119318 ns: 1 0 0000 0000 1111
4119360 ns: 1 0 0000 0000 1111
4119402 ns: 1 0 0000 0000 1111
4119444 ns: 1 0 0000 0000 1111
4119486 ns: 1 0 0000 0000 1111
4119528 ns: 1 0 0000 0000 1111
4119570 ns: 1 0 0000 0000 1111
4119612 ns: 1 0 0000 0000 1111
4119654 ns: 1 0 0000 0000 1111
4119696 ns: 1 0 0000 0000 1111
4119738 ns: 1 0 0000 0000 1111
4119780 ns: 1 0 0000 0000 1111
4119822 ns: 1 0 0000 0000 1111
4119864 ns: 1 0 0000 0000 1111
4119906 ns: 1 0 0000 0000 1111
4119948 ns: 1 0 0000 0000 1111
4119990 ns: 1 0 0000 0000 1111
4120032 ns: 1 0 0000 0000 1111
4120074 ns: 1 0 0000 0000 1111
4120116 ns: 1 0 0000 0000 1111
4120158 ns: 1 0 0000 0000 1111
4120200 ns: 1 0 0000 0000 1111
4120242 ns: 1 0 0000 0000 1111
4120284 ns: 1 0 0000 0000 1111
4120326 ns: 1 0 0000 0000 1111
