42 ns: U U UUUU UUUU UUUU
8228514 ns: 0 0 0000 0000 0000
8228556 ns: 0 0 0000 0000 0000
8228598 ns: 0 0 0000 0000 0000
8228640 ns: 0 0 0000 0000 0000
8228682 ns: 1 0 0000 0000 0000
8228724 ns: 1 0 0000 0000 0000
8228766 ns: 1 0 0000 0000 0000
8228808 ns: 1 0 0000 0000 0000
8228850 ns: 1 0 0000 0000 0000
8228892 ns: 1 0 0000 0000 0000
8228934 ns: 1 0 0000 0000 0000
8228976 ns: 1 0 0000 0000 0000
8229018 ns: 1 0 0000 0000 0000
8229060 ns: 1 0 0000 0000 0000
8229102 ns: 1 0 0000 0000 0000
8229144 ns: 1 0 0000 0000 0000
8229186 ns: 1 0 0000 0000 0000
8229228 ns: 1 0 0000 0000 0000
8229270 ns: 1 0 0000 0000 0000
8229312 ns: 1 0 0000 0000 0000
8229354 ns: 1 0 0000 0000 0000
8229396 ns: 1 0 0000 0000 0000
8229438 ns: 1 0 0000 0000 0000
8229480 ns: 1 0 0000 0000 0000
8229522 ns: 1 0 0000 0000 0000
8229564 ns: 1 0 0000 0000 0000
8229606 ns: 1 0 0000 0000 0000
8229648 ns: 1 0 0000 0000 0000
8229690 ns: 1 0 0000 0000 0000
8229732 ns: 1 0 0000 0000 0000
8229774 ns: 1 0 0000 0000 0000
8229816 ns: 1 0 0000 0000 0000
8229858 ns: 1 0 0000 0000 0000
8229900 ns: 1 0 0000 0000 0000
8229942 ns: 1 0 0000 0000 0000
8229984 ns: 1 0 0000 0000 0000
8230026 ns: 1 0 0000 0000 0000
8230068 ns: 1 0 0000 0000 0000
8230110 ns: 1 0 0000 0000 0000
8230152 ns: 1 0 0000 0000 0000
8230194 ns: 1 0 0000 0000 0000
8230236 ns: 1 0 0000 0000 0000
8230278 ns: 1 0 0000 0000 0000
8230320 ns: 1 0 0000 0000 0000
8230362 ns: 1 0 0000 0000 0000
8230404 ns: 1 0 0000 0000 0000
8230446 ns: 1 0 0000 0000 0000
8230488 ns: 1 0 0000 0000 0000
8230530 ns: 1 0 0000 0000 0000
8230572 ns: 1 0 0000 0000 0000
8230614 ns: 1 0 0000 0000 0000
8230656 ns: 1 0 0000 0000 0000
8230698 ns: 1 0 0000 0000 0000
8230740 ns: 1 0 0000 0000 0000
8230782 ns: 1 0 0000 0000 0000
8230824 ns: 1 0 0000 0000 0000
8230866 ns: 1 0 0000 0000 0000
8230908 ns: 1 0 0000 0000 0000
8230950 ns: 1 0 0000 0000 0000
8230992 ns: 1 0 0000 0000 0000
8231034 ns: 1 0 0000 0000 0000
8231076 ns: 1 0 0000 0000 0000
8231118 ns: 1 0 0000 0000 0000
8231160 ns: 1 0 0000 0000 0000
8231202 ns: 1 0 0000 0000 0000
8231244 ns: 1 0 0000 0000 0000
8231286 ns: 1 0 0000 0000 0000
8231328 ns: 1 0 0000 0000 0000
8231370 ns: 1 0 0000 0000 0000
8231412 ns: 1 0 0000 0000 0000
8231454 ns: 1 0 0000 0000 0000
8231496 ns: 1 0 0000 0000 0000
8231538 ns: 1 0 0000 0000 0000
8231580 ns: 1 0 0000 0000 0000
8231622 ns: 1 0 0000 0000 0000
8231664 ns: 1 0 0000 0000 0000
8231706 ns: 1 0 0000 0000 0000
8231748 ns: 1 0 0000 0000 0000
8231790 ns: 1 0 0000 0000 0000
8231832 ns: 1 0 0000 0000 0000
8231874 ns: 1 0 0000 0000 0000
8231916 ns: 1 0 0000 0000 0000
8231958 ns: 1 0 0000 0000 0000
8232000 ns: 1 0 0000 0000 0000
8232042 ns: 1 0 1111 0000 0000
8232084 ns: 1 0 0000 0000 1111
8232126 ns: 1 0 0000 0000 1111
8232168 ns: 1 0 0000 0000 1111
8232210 ns: 1 0 0000 0000 1111
8232252 ns: 1 0 0000 0000 1111
8232294 ns: 1 0 0000 0000 1111
8232336 ns: 1 0 0000 0000 1111
8232378 ns: 1 0 0000 0000 1111
8232420 ns: 1 0 0000 0000 1111
8232462 ns: 1 0 0000 0000 1111
8232504 ns: 1 0 0000 0000 1111
8232546 ns: 1 0 0000 0000 1111
8232588 ns: 1 0 0000 0000 1111
8232630 ns: 1 0 0000 0000 1111
8232672 ns: 1 0 0000 0000 1111
8232714 ns: 1 0 0000 0000 1111
8232756 ns: 1 0 0000 0000 1111
8232798 ns: 1 0 0000 0000 1111
8232840 ns: 1 0 0000 0000 1111
8232882 ns: 1 0 0000 0000 1111
8232924 ns: 1 0 0000 0000 1111
8232966 ns: 1 0 0000 0000 1111
8233008 ns: 1 0 0000 0000 1111
8233050 ns: 1 0 0000 0000 1111
8233092 ns: 1 0 0000 0000 1111
8233134 ns: 1 0 0000 0000 1111
8233176 ns: 1 0 0000 0000 1111
8233218 ns: 1 0 0000 0000 1111
8233260 ns: 1 0 0000 0000 1111
8233302 ns: 1 0 0000 0000 1111
8233344 ns: 1 0 0000 0000 1111
8233386 ns: 1 0 0000 0000 1111
8233428 ns: 1 0 0000 0000 1111
8233470 ns: 1 0 0000 0000 1111
8233512 ns: 1 0 0000 0000 1111
8233554 ns: 1 0 0000 0000 1111
8233596 ns: 1 0 0000 0000 1111
8233638 ns: 1 0 0000 0000 1111
8233680 ns: 1 0 0000 0000 1111
8233722 ns: 1 0 0000 0000 1111
8233764 ns: 1 0 0000 0000 1111
8233806 ns: 1 0 0000 0000 1111
8233848 ns: 1 0 0000 0000 1111
8233890 ns: 1 0 0000 0000 1111
8233932 ns: 1 0 0000 0000 1111
8233974 ns: 1 0 0000 0000 1111
8234016 ns: 1 0 0000 0000 1111
8234058 ns: 1 0 0000 0000 1111
8234100 ns: 1 0 0000 0000 1111
8234142 ns: 1 0 0000 0000 1111
8234184 ns: 1 0 0000 0000 1111
8234226 ns: 1 0 0000 0000 1111
8234268 ns: 1 0 0000 0000 1111
8234310 ns: 1 0 0000 0000 1111
8234352 ns: 1 0 0000 0000 1111
8234394 ns: 1 0 0000 0000 1111
8234436 ns: 1 0 0000 0000 1111
8234478 ns: 1 0 0000 0000 1111
8234520 ns: 1 0 0000 0000 1111
8234562 ns: 1 0 0000 0000 1111
8234604 ns: 1 0 0000 0000 1111
8234646 ns: 1 0 0000 0000 1111
8234688 ns: 1 0 0000 0000 1111
8234730 ns: 1 0 0000 0000 1111
8234772 ns: 1 0 0000 0000 1111
8234814 ns: 1 0 0000 0000 1111
8234856 ns: 1 0 0000 0000 1111
8234898 ns: 1 0 0000 0000 1111
8234940 ns: 1 0 0000 0000 1111
8234982 ns: 1 0 0000 0000 1111
8235024 ns: 1 0 0000 0000 1111
8235066 ns: 1 0 0000 0000 1111
8235108 ns: 1 0 0000 0000 1111
8235150 ns: 1 0 0000 0000 1111
8235192 ns: 1 0 0000 0000 1111
8235234 ns: 1 0 0000 0000 1111
8235276 ns: 1 0 0000 0000 1111
8235318 ns: 1 0 0000 0000 1111
8235360 ns: 1 0 0000 0000 1111
8235402 ns: 1 0 0000 0000 1111
8235444 ns: 1 0 0000 0000 1111
8235486 ns: 1 0 0000 0000 1111
8235528 ns: 1 0 0000 0000 1111
8235570 ns: 1 0 0000 0000 1111
8235612 ns: 1 0 0000 0000 1111
8235654 ns: 1 0 0000 0000 1111
8235696 ns: 1 0 0000 0000 1111
8235738 ns: 1 0 0000 0000 1111
8235780 ns: 1 0 0000 0000 1111
8235822 ns: 1 0 0000 0000 1111
8235864 ns: 1 0 0000 0000 1111
8235906 ns: 1 0 0000 0000 1111
8235948 ns: 1 0 0000 0000 1111
8235990 ns: 1 0 0000 0000 1111
8236032 ns: 1 0 0000 0000 1111
8236074 ns: 1 0 0000 0000 1111
8236116 ns: 1 0 0000 0000 1111
8236158 ns: 1 0 0000 0000 1111
8236200 ns: 1 0 0000 0000 1111
8236242 ns: 1 0 0000 0000 1111
8236284 ns: 1 0 0000 0000 1111
8236326 ns: 1 0 0000 0000 1111
8236368 ns: 1 0 0000 0000 1111
8236410 ns: 1 0 0000 0000 1111
8236452 ns: 1 0 0000 0000 1111
8236494 ns: 1 0 0000 0000 1111
8236536 ns: 1 0 0000 0000 1111
8236578 ns: 1 0 0000 0000 1111
8236620 ns: 1 0 0000 0000 1111
8236662 ns: 1 0 0000 0000 1111
8236704 ns: 1 0 0000 0000 1111
8236746 ns: 1 0 0000 0000 1111
8236788 ns: 1 0 0000 0000 1111
8236830 ns: 1 0 0000 0000 1111
8236872 ns: 1 0 0000 0000 1111
8236914 ns: 1 0 0000 0000 1111
8236956 ns: 1 0 0000 0000 1111
8236998 ns: 1 0 0000 0000 1111
8237040 ns: 1 0 0000 0000 1111
8237082 ns: 1 0 0000 0000 1111
8237124 ns: 1 0 0000 0000 1111
8237166 ns: 1 0 0000 0000 1111
8237208 ns: 1 0 0000 0000 1111
8237250 ns: 1 0 0000 0000 1111
8237292 ns: 1 0 0000 0000 1111
8237334 ns: 1 0 0000 0000 1111
8237376 ns: 1 0 0000 0000 1111
8237418 ns: 1 0 0000 0000 1111
8237460 ns: 1 0 0000 0000 1111
8237502 ns: 1 0 0000 0000 1111
8237544 ns: 1 0 0000 0000 1111
8237586 ns: 1 0 0000 0000 1111
8237628 ns: 1 0 0000 0000 1111
8237670 ns: 1 0 0000 0000 1111
8237712 ns: 1 0 0000 0000 1111
8237754 ns: 1 0 0000 0000 1111
8237796 ns: 1 0 0000 0000 1111
8237838 ns: 1 0 0000 0000 1111
8237880 ns: 1 0 0000 0000 1111
8237922 ns: 1 0 0000 0000 1111
8237964 ns: 1 0 0000 0000 1111
8238006 ns: 1 0 0000 0000 1111
8238048 ns: 1 0 0000 0000 1111
8238090 ns: 1 0 0000 0000 1111
8238132 ns: 1 0 0000 0000 1111
8238174 ns: 1 0 0000 0000 1111
8238216 ns: 1 0 0000 0000 1111
8238258 ns: 1 0 0000 0000 1111
8238300 ns: 1 0 0000 0000 1111
8238342 ns: 1 0 0000 0000 1111
8238384 ns: 1 0 0000 0000 1111
8238426 ns: 1 0 0000 0000 1111
8238468 ns: 1 0 0000 0000 1111
8238510 ns: 1 0 0000 0000 1111
8238552 ns: 1 0 0000 0000 1111
8238594 ns: 1 0 0000 0000 1111
8238636 ns: 1 0 0000 0000 1111
8238678 ns: 1 0 0000 0000 1111
8238720 ns: 1 0 0000 0000 1111
8238762 ns: 1 0 0000 0000 1111
8238804 ns: 1 0 0000 0000 1111
8238846 ns: 1 0 0000 0000 1111
8238888 ns: 1 0 0000 0000 1111
8238930 ns: 1 0 0000 0000 1111
8238972 ns: 1 0 0000 0000 1111
8239014 ns: 1 0 0000 0000 1111
8239056 ns: 1 0 0000 0000 1111
8239098 ns: 1 0 0000 0000 1111
8239140 ns: 1 0 0000 0000 1111
8239182 ns: 1 0 0000 0000 1111
8239224 ns: 1 0 0000 0000 1111
8239266 ns: 1 0 0000 0000 1111
8239308 ns: 1 0 0000 0000 1111
8239350 ns: 1 0 0000 0000 1111
8239392 ns: 1 0 0000 0000 1111
8239434 ns: 1 0 0000 0000 1111
8239476 ns: 1 0 0000 0000 1111
8239518 ns: 1 0 0000 0000 1111
8239560 ns: 1 0 0000 0000 1111
8239602 ns: 1 0 0000 0000 1111
8239644 ns: 1 0 0000 0000 1111
8239686 ns: 1 0 0000 0000 1111
8239728 ns: 1 0 0000 0000 1111
8239770 ns: 1 0 0000 0000 1111
8239812 ns: 1 0 0000 0000 1111
8239854 ns: 1 0 0000 0000 1111
8239896 ns: 1 0 0000 0000 1111
8239938 ns: 1 0 0000 0000 1111
8239980 ns: 1 0 0000 0000 1111
8240022 ns: 1 0 0000 0000 1111
8240064 ns: 1 0 0000 0000 1111
8240106 ns: 1 0 0000 0000 1111
8240148 ns: 1 0 0000 0000 1111
8240190 ns: 1 0 0000 0000 1111
8240232 ns: 1 0 0000 0000 1111
8240274 ns: 1 0 0000 0000 1111
8240316 ns: 1 0 0000 0000 1111
8240358 ns: 1 0 0000 0000 1111
8240400 ns: 1 0 0000 0000 1111
8240442 ns: 1 0 0000 0000 1111
8240484 ns: 1 0 0000 0000 1111
8240526 ns: 1 0 0000 0000 1111
8240568 ns: 1 0 0000 0000 1111
8240610 ns: 1 0 0000 0000 1111
8240652 ns: 1 0 0000 0000 1111
8240694 ns: 1 0 0000 0000 1111
8240736 ns: 1 0 0000 0000 1111
8240778 ns: 1 0 0000 0000 1111
8240820 ns: 1 0 0000 0000 1111
8240862 ns: 1 0 0000 0000 1111
8240904 ns: 1 0 0000 0000 1111
8240946 ns: 1 0 0000 0000 1111
8240988 ns: 1 0 0000 0000 1111
8241030 ns: 1 0 0000 0000 1111
8241072 ns: 1 0 0000 0000 1111
8241114 ns: 1 0 0000 0000 1111
8241156 ns: 1 0 0000 0000 1111
8241198 ns: 1 0 0000 0000 1111
8241240 ns: 1 0 0000 0000 1111
8241282 ns: 1 0 0000 0000 1111
8241324 ns: 1 0 0000 0000 1111
8241366 ns: 1 0 0000 0000 1111
8241408 ns: 1 0 0000 0000 1111
8241450 ns: 1 0 0000 0000 1111
8241492 ns: 1 0 0000 0000 1111
8241534 ns: 1 0 0000 0000 1111
8241576 ns: 1 0 0000 0000 1111
8241618 ns: 1 0 0000 0000 1111
8241660 ns: 1 0 0000 0000 1111
8241702 ns: 1 0 0000 0000 1111
8241744 ns: 1 0 0000 0000 1111
8241786 ns: 1 0 0000 0000 1111
8241828 ns: 1 0 0000 0000 1111
8241870 ns: 1 0 0000 0000 1111
8241912 ns: 1 0 0000 0000 1111
8241954 ns: 1 0 0000 0000 1111
8241996 ns: 1 0 0000 0000 1111
8242038 ns: 1 0 0000 0000 1111
8242080 ns: 1 0 0000 0000 1111
8242122 ns: 1 0 0000 0000 1111
8242164 ns: 1 0 0000 0000 1111
8242206 ns: 1 0 0000 0000 1111
8242248 ns: 1 0 0000 0000 1111
8242290 ns: 1 0 0000 0000 1111
8242332 ns: 1 0 0000 0000 1111
8242374 ns: 1 0 0000 0000 1111
8242416 ns: 1 0 0000 0000 1111
8242458 ns: 1 0 0000 0000 1111
8242500 ns: 1 0 0000 0000 1111
8242542 ns: 1 0 0000 0000 1111
8242584 ns: 1 0 0000 0000 1111
8242626 ns: 1 0 0000 0000 1111
8242668 ns: 1 0 0000 0000 1111
8242710 ns: 1 0 0000 0000 1111
8242752 ns: 1 0 0000 0000 1111
8242794 ns: 1 0 0000 0000 1111
8242836 ns: 1 0 0000 0000 1111
8242878 ns: 1 0 0000 0000 1111
8242920 ns: 1 0 0000 0000 1111
8242962 ns: 1 0 0000 0000 1111
8243004 ns: 1 0 0000 0000 1111
8243046 ns: 1 0 0000 0000 1111
8243088 ns: 1 0 0000 0000 1111
8243130 ns: 1 0 0000 0000 1111
8243172 ns: 1 0 0000 0000 1111
8243214 ns: 1 0 0000 0000 1111
8243256 ns: 1 0 0000 0000 1111
8243298 ns: 1 0 0000 0000 1111
8243340 ns: 1 0 0000 0000 1111
8243382 ns: 1 0 0000 0000 1111
8243424 ns: 1 0 0000 0000 1111
8243466 ns: 1 0 0000 0000 1111
8243508 ns: 1 0 0000 0000 1111
8243550 ns: 1 0 0000 0000 1111
8243592 ns: 1 0 0000 0000 1111
8243634 ns: 1 0 0000 0000 1111
8243676 ns: 1 0 0000 0000 1111
8243718 ns: 1 0 0000 0000 1111
8243760 ns: 1 0 0000 0000 1111
8243802 ns: 1 0 0000 0000 1111
8243844 ns: 1 0 0000 0000 1111
8243886 ns: 1 0 0000 0000 1111
8243928 ns: 1 0 0000 0000 1111
8243970 ns: 1 0 0000 0000 1111
8244012 ns: 1 0 0000 0000 1111
8244054 ns: 1 0 0000 0000 1111
8244096 ns: 1 0 0000 0000 1111
8244138 ns: 1 0 0000 0000 1111
8244180 ns: 1 0 0000 0000 1111
8244222 ns: 1 0 0000 0000 1111
8244264 ns: 1 0 0000 0000 1111
8244306 ns: 1 0 0000 0000 1111
8244348 ns: 1 0 0000 0000 1111
8244390 ns: 1 0 0000 0000 1111
8244432 ns: 1 0 0000 0000 1111
8244474 ns: 1 0 0000 0000 1111
8244516 ns: 1 0 0000 0000 1111
8244558 ns: 1 0 0000 0000 1111
8244600 ns: 1 0 0000 0000 1111
8244642 ns: 1 0 0000 0000 1111
8244684 ns: 1 0 0000 0000 1111
8244726 ns: 1 0 0000 0000 1111
8244768 ns: 1 0 0000 0000 1111
8244810 ns: 1 0 0000 0000 1111
8244852 ns: 1 0 0000 0000 1111
8244894 ns: 1 0 0000 0000 1111
8244936 ns: 1 0 0000 0000 1111
8244978 ns: 1 0 0000 0000 1111
8245020 ns: 1 0 0000 0000 1111
8245062 ns: 1 0 0000 0000 1111
8245104 ns: 1 0 0000 0000 1111
8245146 ns: 1 0 0000 0000 1111
8245188 ns: 1 0 0000 0000 1111
8245230 ns: 1 0 0000 0000 1111
8245272 ns: 1 0 0000 0000 1111
8245314 ns: 1 0 0000 0000 1111
8245356 ns: 1 0 0000 0000 1111
8245398 ns: 1 0 0000 0000 1111
8245440 ns: 1 0 0000 0000 1111
8245482 ns: 1 0 0000 0000 1111
8245524 ns: 1 0 0000 0000 1111
8245566 ns: 1 0 0000 0000 1111
8245608 ns: 1 0 0000 0000 1111
8245650 ns: 1 0 0000 0000 1111
8245692 ns: 1 0 0000 0000 1111
8245734 ns: 1 0 0000 0000 1111
8245776 ns: 1 0 0000 0000 1111
8245818 ns: 1 0 0000 0000 1111
8245860 ns: 1 0 0000 0000 1111
8245902 ns: 1 0 0000 0000 1111
8245944 ns: 1 0 0000 0000 1111
8245986 ns: 1 0 0000 0000 1111
8246028 ns: 1 0 0000 0000 1111
8246070 ns: 1 0 0000 0000 1111
8246112 ns: 1 0 0000 0000 1111
8246154 ns: 1 0 0000 0000 1111
8246196 ns: 1 0 0000 0000 1111
8246238 ns: 1 0 0000 0000 1111
8246280 ns: 1 0 0000 0000 1111
8246322 ns: 1 0 0000 0000 1111
8246364 ns: 1 0 0000 0000 1111
8246406 ns: 1 0 0000 0000 1111
8246448 ns: 1 0 0000 0000 1111
8246490 ns: 1 0 0000 0000 1111
8246532 ns: 1 0 0000 0000 1111
8246574 ns: 1 0 0000 0000 1111
8246616 ns: 1 0 0000 0000 1111
8246658 ns: 1 0 0000 0000 1111
8246700 ns: 1 0 0000 0000 1111
8246742 ns: 1 0 0000 0000 1111
8246784 ns: 1 0 0000 0000 1111
8246826 ns: 1 0 0000 0000 1111
8246868 ns: 1 0 0000 0000 1111
8246910 ns: 1 0 0000 0000 1111
8246952 ns: 1 0 0000 0000 1111
8246994 ns: 1 0 0000 0000 1111
8247036 ns: 1 0 0000 0000 1111
8247078 ns: 1 0 0000 0000 1111
8247120 ns: 1 0 0000 0000 1111
8247162 ns: 1 0 0000 0000 1111
8247204 ns: 1 0 0000 0000 1111
8247246 ns: 1 0 0000 0000 1111
8247288 ns: 1 0 0000 0000 1111
8247330 ns: 1 0 0000 0000 1111
8247372 ns: 1 0 0000 0000 1111
8247414 ns: 1 0 0000 0000 1111
8247456 ns: 1 0 0000 0000 1111
8247498 ns: 1 0 0000 0000 1111
8247540 ns: 1 0 0000 0000 1111
8247582 ns: 1 0 0000 0000 1111
8247624 ns: 1 0 0000 0000 1111
8247666 ns: 1 0 0000 0000 1111
8247708 ns: 1 0 0000 0000 1111
8247750 ns: 1 0 0000 0000 1111
8247792 ns: 1 0 0000 0000 1111
8247834 ns: 1 0 0000 0000 1111
8247876 ns: 1 0 0000 0000 1111
8247918 ns: 1 0 0000 0000 1111
8247960 ns: 1 0 0000 0000 1111
8248002 ns: 1 0 0000 0000 1111
8248044 ns: 1 0 0000 0000 1111
8248086 ns: 1 0 0000 0000 1111
8248128 ns: 1 0 0000 0000 1111
8248170 ns: 1 0 0000 0000 1111
8248212 ns: 1 0 0000 0000 1111
8248254 ns: 1 0 0000 0000 1111
8248296 ns: 1 0 0000 0000 1111
8248338 ns: 1 0 0000 0000 1111
8248380 ns: 1 0 0000 0000 1111
8248422 ns: 1 0 0000 0000 1111
8248464 ns: 1 0 0000 0000 1111
8248506 ns: 1 0 0000 0000 1111
8248548 ns: 1 0 0000 0000 1111
8248590 ns: 1 0 0000 0000 1111
8248632 ns: 1 0 0000 0000 1111
8248674 ns: 1 0 0000 0000 1111
8248716 ns: 1 0 0000 0000 1111
8248758 ns: 1 0 0000 0000 1111
8248800 ns: 1 0 0000 0000 1111
8248842 ns: 1 0 0000 0000 1111
8248884 ns: 1 0 0000 0000 1111
8248926 ns: 1 0 0000 0000 1111
8248968 ns: 1 0 0000 0000 1111
8249010 ns: 1 0 0000 0000 1111
8249052 ns: 1 0 0000 0000 1111
8249094 ns: 1 0 0000 0000 1111
8249136 ns: 1 0 0000 0000 1111
8249178 ns: 1 0 0000 0000 1111
8249220 ns: 1 0 0000 0000 1111
8249262 ns: 1 0 0000 0000 1111
8249304 ns: 1 0 0000 0000 1111
8249346 ns: 1 0 0000 0000 1111
8249388 ns: 1 0 0000 0000 1111
8249430 ns: 1 0 0000 0000 1111
8249472 ns: 1 0 0000 0000 1111
8249514 ns: 1 0 0000 0000 1111
8249556 ns: 1 0 0000 0000 1111
8249598 ns: 1 0 0000 0000 1111
8249640 ns: 1 0 0000 0000 1111
8249682 ns: 1 0 0000 0000 1111
8249724 ns: 1 0 0000 0000 1111
8249766 ns: 1 0 0000 0000 1111
8249808 ns: 1 0 0000 0000 1111
8249850 ns: 1 0 0000 0000 1111
8249892 ns: 1 0 0000 0000 1111
8249934 ns: 1 0 0000 0000 1111
8249976 ns: 1 0 0000 0000 1111
8250018 ns: 1 0 0000 0000 1111
8250060 ns: 1 0 0000 0000 1111
8250102 ns: 1 0 0000 0000 1111
8250144 ns: 1 0 0000 0000 1111
8250186 ns: 1 0 0000 0000 1111
8250228 ns: 1 0 0000 0000 1111
8250270 ns: 1 0 0000 0000 1111
8250312 ns: 1 0 0000 0000 1111
8250354 ns: 1 0 0000 0000 1111
8250396 ns: 1 0 0000 0000 1111
8250438 ns: 1 0 0000 0000 1111
8250480 ns: 1 0 0000 0000 1111
8250522 ns: 1 0 0000 0000 1111
8250564 ns: 1 0 0000 0000 1111
8250606 ns: 1 0 0000 0000 1111
8250648 ns: 1 0 0000 0000 1111
8250690 ns: 1 0 0000 0000 1111
8250732 ns: 1 0 0000 0000 1111
8250774 ns: 1 0 0000 0000 1111
8250816 ns: 1 0 0000 0000 1111
8250858 ns: 1 0 0000 0000 1111
8250900 ns: 1 0 0000 0000 1111
8250942 ns: 1 0 0000 0000 1111
8250984 ns: 1 0 0000 0000 1111
8251026 ns: 1 0 0000 0000 1111
8251068 ns: 1 0 0000 0000 1111
8251110 ns: 1 0 0000 0000 1111
8251152 ns: 1 0 0000 0000 1111
8251194 ns: 1 0 0000 0000 1111
8251236 ns: 1 0 0000 0000 1111
8251278 ns: 1 0 0000 0000 1111
8251320 ns: 1 0 0000 0000 1111
8251362 ns: 1 0 0000 0000 1111
8251404 ns: 1 0 0000 0000 1111
8251446 ns: 1 0 0000 0000 1111
8251488 ns: 1 0 0000 0000 1111
8251530 ns: 1 0 0000 0000 1111
8251572 ns: 1 0 0000 0000 1111
8251614 ns: 1 0 0000 0000 1111
8251656 ns: 1 0 0000 0000 1111
8251698 ns: 1 0 0000 0000 1111
8251740 ns: 1 0 0000 0000 1111
8251782 ns: 1 0 0000 0000 1111
8251824 ns: 1 0 0000 0000 1111
8251866 ns: 1 0 0000 0000 1111
8251908 ns: 1 0 0000 0000 1111
8251950 ns: 1 0 0000 0000 1111
8251992 ns: 1 0 0000 0000 1111
8252034 ns: 1 0 0000 0000 1111
8252076 ns: 1 0 0000 0000 1111
8252118 ns: 1 0 0000 0000 1111
8252160 ns: 1 0 0000 0000 1111
8252202 ns: 1 0 0000 0000 1111
8252244 ns: 1 0 0000 0000 1111
8252286 ns: 1 0 0000 0000 1111
8252328 ns: 1 0 0000 0000 1111
8252370 ns: 1 0 0000 0000 1111
8252412 ns: 1 0 0000 0000 1111
8252454 ns: 1 0 0000 0000 1111
8252496 ns: 1 0 0000 0000 1111
8252538 ns: 1 0 0000 0000 1111
8252580 ns: 1 0 0000 0000 1111
8252622 ns: 1 0 0000 0000 1111
8252664 ns: 1 0 0000 0000 1111
8252706 ns: 1 0 0000 0000 1111
8252748 ns: 1 0 0000 0000 1111
8252790 ns: 1 0 0000 0000 1111
8252832 ns: 1 0 0000 0000 1111
8252874 ns: 1 0 0000 0000 1111
8252916 ns: 1 0 0000 0000 1111
8252958 ns: 1 0 0000 0000 1111
8253000 ns: 1 0 0000 0000 1111
8253042 ns: 1 0 0000 0000 1111
8253084 ns: 1 0 0000 0000 1111
8253126 ns: 1 0 0000 0000 1111
8253168 ns: 1 0 0000 0000 1111
8253210 ns: 1 0 0000 0000 1111
8253252 ns: 1 0 0000 0000 1111
8253294 ns: 1 0 0000 0000 1111
8253336 ns: 1 0 0000 0000 1111
8253378 ns: 1 0 0000 0000 1111
8253420 ns: 1 0 0000 0000 1111
8253462 ns: 1 0 0000 0000 1111
8253504 ns: 1 0 0000 0000 1111
8253546 ns: 1 0 0000 0000 1111
8253588 ns: 1 0 0000 0000 1111
8253630 ns: 1 0 0000 0000 1111
8253672 ns: 1 0 0000 0000 1111
8253714 ns: 1 0 0000 0000 1111
8253756 ns: 1 0 0000 0000 1111
8253798 ns: 1 0 0000 0000 1111
8253840 ns: 1 0 0000 0000 1111
8253882 ns: 1 0 0000 0000 1111
8253924 ns: 1 0 0000 0000 1111
8253966 ns: 1 0 0000 0000 1111
8254008 ns: 1 0 0000 0000 1111
8254050 ns: 1 0 0000 0000 1111
8254092 ns: 1 0 0000 0000 1111
8254134 ns: 1 0 0000 0000 1111
8254176 ns: 1 0 0000 0000 1111
8254218 ns: 1 0 0000 0000 1111
8254260 ns: 1 0 0000 0000 1111
8254302 ns: 1 0 0000 0000 1111
8254344 ns: 1 0 0000 0000 1111
8254386 ns: 1 0 0000 0000 1111
8254428 ns: 1 0 0000 0000 1111
8254470 ns: 1 0 0000 0000 1111
8254512 ns: 1 0 0000 0000 1111
8254554 ns: 1 0 0000 0000 1111
8254596 ns: 1 0 0000 0000 1111
8254638 ns: 1 0 0000 0000 1111
8254680 ns: 1 0 0000 0000 1111
8254722 ns: 1 0 0000 0000 1111
8254764 ns: 1 0 0000 0000 1111
8254806 ns: 1 0 0000 0000 1111
8254848 ns: 1 0 0000 0000 1111
8254890 ns: 1 0 0000 0000 1111
8254932 ns: 1 0 0000 0000 1111
8254974 ns: 1 0 0000 0000 1111
8255016 ns: 1 0 0000 0000 1111
8255058 ns: 1 0 0000 0000 1111
8255100 ns: 1 0 0000 0000 1111
8255142 ns: 1 0 0000 0000 1111
8255184 ns: 1 0 0000 0000 1111
8255226 ns: 1 0 0000 0000 1111
8255268 ns: 1 0 0000 0000 1111
8255310 ns: 1 0 0000 0000 1111
8255352 ns: 1 0 0000 0000 1111
8255394 ns: 1 0 0000 0000 1111
8255436 ns: 1 0 0000 0000 1111
8255478 ns: 1 0 0000 0000 1111
8255520 ns: 1 0 0000 0000 1111
8255562 ns: 1 0 0000 0000 1111
8255604 ns: 1 0 0000 0000 1111
8255646 ns: 1 0 0000 0000 1111
8255688 ns: 1 0 0000 0000 1111
8255730 ns: 1 0 0000 0000 1111
8255772 ns: 1 0 0000 0000 1111
8255814 ns: 1 0 0000 0000 1111
8255856 ns: 1 0 0000 0000 1111
8255898 ns: 1 0 0000 0000 1111
8255940 ns: 1 0 0000 0000 1111
8255982 ns: 1 0 0000 0000 1111
8256024 ns: 1 0 0000 0000 1111
8256066 ns: 1 0 0000 0000 1111
8256108 ns: 1 0 0000 0000 1111
8256150 ns: 1 0 0000 0000 1111
8256192 ns: 1 0 0000 0000 1111
8256234 ns: 1 0 0000 0000 1111
8256276 ns: 1 0 0000 0000 1111
8256318 ns: 1 0 0000 0000 1111
8256360 ns: 1 0 0000 0000 1111
8256402 ns: 1 0 0000 0000 1111
